 PENTAD       20E      70E      80E     100E     120E     140E     160E     120W      40W      10W
19990108    -0.20     0.51     0.55     0.79     0.80     0.52    -0.14    -0.68    -0.85    -0.76
19990113    -1.06     0.18     0.50     1.21     1.56     1.45     0.50    -0.67    -1.34    -1.58
19990118    -1.48    -1.75    -1.57    -0.98    -0.15     0.92     1.75     1.51     0.77    -0.27
19990123     0.28    -1.22    -1.61    -1.96    -1.78    -0.97     0.58     1.67     1.92     1.56
19990128     0.41     0.13    -0.09    -0.32    -0.46    -0.50    -0.27     0.07     0.30     0.44
19990202     0.22     0.03    -0.05    -0.22    -0.31    -0.32    -0.16     0.07     0.21     0.28
19990207     0.39    -0.06    -0.10    -0.46    -0.65    -0.65    -0.28     0.20     0.49     0.59
19990212     0.99     0.73     0.57     0.02    -0.48    -0.93    -0.97    -0.46     0.10     0.64
19990217    -0.54     1.26     1.61     2.13     2.07     1.29    -0.43    -1.78    -2.20    -1.93
19990222    -0.98     0.03     0.31     0.91     1.24     1.21     0.49    -0.47    -1.06    -1.33
19990227    -1.60    -1.24    -1.00    -0.22     0.57     1.33     1.53     0.83    -0.03    -0.93
19990304    -1.34    -1.38    -1.30    -0.70     0.05     0.92     1.50     1.18     0.47    -0.42
19990309    -1.17    -1.32    -1.15    -0.69    -0.07     0.72     1.31     1.10     0.52    -0.27
19990314    -0.78    -1.11    -1.19    -0.83    -0.29     0.43     1.08     1.05     0.65     0.03
19990319    -0.30    -1.35    -1.61    -1.58    -1.18    -0.32     0.93     1.55     1.46     0.89
19990324     0.59    -0.24    -0.51    -0.89    -1.03    -0.88    -0.19     0.55     0.93     1.01
19990329     0.47     0.15    -0.02    -0.26    -0.43    -0.50    -0.31     0.04     0.30     0.48
19990403     0.51     0.04    -0.17    -0.48    -0.65    -0.66    -0.30     0.18     0.49     0.64
19990408     0.81     0.04    -0.27    -0.74    -1.00    -0.99    -0.43     0.33     0.80     1.04
19990413     0.77    -0.58    -1.03    -1.56    -1.68    -1.28    -0.05     1.09     1.58     1.59
19990418     1.14     0.18    -0.16    -0.86    -1.29    -1.40    -0.75     0.27     0.96     1.35
19990423     0.83     0.89     0.67     0.35    -0.06    -0.57    -0.90    -0.72    -0.32     0.22
19990428     0.43     1.27     1.30     1.25     0.89     0.12    -0.92    -1.36    -1.22    -0.66
19990503    -0.46     0.56     0.70     1.15     1.24     0.91    -0.03    -0.89    -1.23    -1.18
19990508    -1.46    -0.58    -0.35     0.52     1.18     1.55     1.14     0.10    -0.75    -1.39
19990513    -1.24    -0.78    -0.60     0.05     0.65     1.14     1.11     0.44    -0.25    -0.89
19990518    -0.24    -0.88    -0.89    -0.95    -0.74    -0.23     0.55     0.95     0.91     0.54
19990523     0.51    -0.54    -0.77    -1.21    -1.30    -0.96     0.00     0.87     1.24     1.20
19990528     1.59     0.77     0.39    -0.50    -1.20    -1.66    -1.30    -0.25     0.66     1.38
19990602     1.07     0.93     0.81     0.24    -0.35    -0.94    -1.15    -0.70    -0.10     0.54
19990607     0.11     0.36     0.42     0.37     0.23    -0.01    -0.30    -0.40    -0.34    -0.19
19990612     0.09     0.44     0.43     0.49     0.40     0.13    -0.28    -0.51    -0.50    -0.33
19990617    -0.18     0.21     0.34     0.45     0.45     0.30    -0.06    -0.36    -0.47    -0.44
19990622    -0.08     0.58     0.64     0.85     0.79     0.43    -0.27    -0.77    -0.87    -0.69
19990627    -1.51    -0.56    -0.23     0.64     1.27     1.58     1.10     0.02    -0.84    -1.47
19990702    -1.88    -1.48    -1.09    -0.20     0.70     1.55     1.76     0.95    -0.03    -1.07
19990707    -1.37    -1.74    -1.45    -0.99    -0.27     0.72     1.59     1.50     0.87    -0.11
19990712    -0.04    -1.30    -1.21    -1.59    -1.47    -0.76     0.59     1.51     1.67     1.24
19990717     0.34    -0.65    -0.78    -1.14    -1.17    -0.79     0.13     0.91     1.19     1.07
19990722     0.70    -0.47    -0.68    -1.29    -1.49    -1.22    -0.17     0.88     1.37     1.41
19990727     0.67    -0.22    -0.34    -0.89    -1.15    -1.05    -0.31     0.55     1.01     1.14
19990801    -0.12     0.05     0.06     0.13     0.17     0.14     0.01    -0.13    -0.20    -0.21
19990806    -0.31    -0.21    -0.01     0.03     0.10     0.17     0.19     0.10    -0.02    -0.17
19990811     0.11    -0.10     0.00    -0.18    -0.27    -0.26    -0.09     0.12     0.23     0.25
19990816    -0.99    -0.35    -0.03     0.50     0.87     1.03     0.67    -0.05    -0.60    -0.99
19990821    -2.75    -1.99    -1.37    -0.05     1.22     2.37     2.49     1.20    -0.26    -1.73
19990826    -2.08    -2.30    -1.93    -1.11    -0.02     1.33     2.30     1.89     0.87    -0.52
19990831    -0.48    -0.96    -0.91    -0.80    -0.49     0.07     0.73     0.93     0.73     0.28
19990905    -0.56    -0.34    -0.22     0.07     0.32     0.51     0.46     0.16    -0.14    -0.42
19990910    -0.59    -0.37    -0.19     0.07     0.31     0.51     0.48     0.18    -0.13    -0.42
19990915    -0.19    -0.05     0.01     0.12     0.19     0.20     0.12    -0.03    -0.13    -0.20
19990920    -1.18    -0.52    -0.23     0.42     0.92     1.20     0.89     0.10    -0.57    -1.08
19990925    -1.97    -1.31    -0.96     0.10     1.05     1.85     1.80     0.73    -0.36    -1.38
19990930    -2.39    -2.38    -2.06    -0.93     0.37     1.81     2.61     1.87     0.61    -0.90
19991005    -1.62    -1.90    -1.65    -0.98    -0.08     1.05     1.89     1.59     0.78    -0.33
19991010    -1.02    -1.81    -1.75    -1.43    -0.76     0.32     1.49     1.72     1.27     0.38
19991015    -1.00    -1.68    -1.73    -1.33    -0.63     0.42     1.50     1.64     1.15     0.28
19991020    -0.45    -1.56    -1.72    -1.70    -1.24    -0.27     1.10     1.73     1.59     0.92
19991025     0.26    -0.84    -1.04    -1.37    -1.32    -0.81     0.29     1.13     1.37     1.16
19991030     0.69    -0.93    -1.33    -1.94    -2.00    -1.40     0.14     1.47     1.97     1.83
19991104     1.57     0.31    -0.07    -1.06    -1.70    -1.89    -1.08     0.28     1.23     1.80
19991109     0.87     1.08     1.09     0.67     0.11    -0.58    -1.13    -0.99    -0.52     0.12
19991114    -0.80     0.27     0.57     1.10     1.32     1.13     0.26    -0.69    -1.18    -1.32
19991119    -0.62     0.21     0.45     0.85     1.02     0.87     0.19    -0.54    -0.92    -1.02
19991124    -1.32    -0.84    -0.52     0.09     0.67     1.15     1.12     0.46    -0.24    -0.91
19991129    -0.35    -0.83    -0.73    -0.75    -0.54    -0.07     0.56     0.82     0.72     0.35
19991204     0.07    -0.45    -0.68    -0.73    -0.61    -0.29     0.27     0.62     0.67     0.52
19991209     0.18    -0.34    -0.59    -0.71    -0.66    -0.42     0.12     0.53     0.65     0.57
19991214    -0.07    -0.45    -0.55    -0.59    -0.47    -0.19     0.28     0.53     0.53     0.35
19991219     0.14     0.67     0.65     0.73     0.59     0.19    -0.43    -0.77    -0.76    -0.49
19991224    -0.54     0.55     0.64     1.16     1.30     0.98     0.01    -0.91    -1.30    -1.27
19991229    -0.86    -0.50    -0.27     0.16     0.52     0.80     0.69     0.20    -0.26    -0.66
20000103    -0.74    -0.30    -0.28     0.20     0.57     0.79     0.61     0.09    -0.36    -0.69
20000108    -0.53    -1.02    -1.06    -0.94    -0.57     0.06     0.83     1.05     0.82     0.31
20000113     0.10    -0.79    -0.95    -1.15    -1.04    -0.55     0.38     1.02     1.15     0.90
20000118    -0.11    -0.09    -0.05    -0.02     0.02     0.07     0.09     0.07     0.02    -0.05
20000123    -0.71    -0.46    -0.30     0.05     0.37     0.63     0.61     0.25    -0.13    -0.48
20000128    -0.94    -0.49    -0.38     0.19     0.65     0.96     0.81     0.21    -0.33    -0.78
20000202    -0.96    -1.26    -1.31    -0.84    -0.22     0.58     1.25     1.15     0.65    -0.08
20000207    -0.58    -0.94    -1.05    -0.75    -0.31     0.29     0.88     0.92     0.62     0.11
20000212    -0.76    -0.34    -0.21     0.24     0.57     0.77     0.59     0.09    -0.34    -0.68
20000217    -1.50    -1.61    -1.50    -0.81     0.04     1.05     1.72     1.36     0.58    -0.43
20000222    -0.02    -1.28    -1.45    -1.69    -1.47    -0.69     0.68     1.56     1.68     1.23
20000227    -0.30    -1.20    -1.42    -1.38    -1.01    -0.25     0.85     1.37     1.27     0.75
20000304     0.27    -0.71    -1.10    -1.27    -1.15    -0.66     0.32     1.02     1.21     1.02
20000309     1.15     0.58     0.24    -0.33    -0.81    -1.14    -0.90    -0.19     0.45     0.97
20000314     0.47    -0.03    -0.27    -0.53    -0.66    -0.63    -0.23     0.25     0.53     0.65
20000319     0.09    -0.23    -0.29    -0.41    -0.42    -0.30     0.03     0.31     0.40     0.35
20000324    -0.57    -0.07    -0.04     0.37     0.62     0.69     0.37    -0.16    -0.52    -0.71
20000329    -0.57    -0.33    -0.38     0.00     0.32     0.56     0.54     0.20    -0.14    -0.44
20000403    -0.57    -0.79    -0.83    -0.58    -0.21     0.28     0.75     0.75     0.46     0.01
20000408     0.60     0.40     0.15    -0.06    -0.28    -0.50    -0.52    -0.26     0.05     0.37
20000413    -0.39    -0.31    -0.38    -0.14     0.10     0.31     0.41     0.25     0.03    -0.21
20000418     0.58    -0.14    -0.33    -0.76    -0.95    -0.88    -0.28     0.42     0.80     0.92
20000423     0.67     0.06    -0.23    -0.59    -0.78    -0.78    -0.34     0.25     0.64     0.84
20000428     0.57     0.27     0.17    -0.15    -0.42    -0.61    -0.50    -0.12     0.22     0.49
20000503     0.97     0.93     0.80     0.35    -0.17    -0.76    -1.06    -0.74    -0.22     0.39
20000508     0.43     0.84     0.81     0.69     0.40    -0.12    -0.68    -0.82    -0.63    -0.23
20000513     0.79     0.61     0.52     0.11    -0.30    -0.69    -0.78    -0.41     0.02     0.47
20000518     0.74     0.77     0.45     0.26    -0.04    -0.46    -0.73    -0.58    -0.24     0.21
20000523    -0.46    -0.43    -0.25    -0.13     0.06     0.27     0.40     0.30     0.09    -0.18
20000528     0.02    -0.68    -0.83    -0.94    -0.80    -0.38     0.36     0.83     0.89     0.67
20000602    -1.10    -1.28    -1.25    -0.74    -0.09     0.71     1.31     1.11     0.54    -0.23
20000607    -0.71    -1.04    -0.95    -0.71    -0.29     0.31     0.91     0.93     0.61     0.05
20000612     0.24     0.16     0.08    -0.01    -0.12    -0.22    -0.22    -0.11     0.02     0.15
20000617    -0.75    -0.03     0.04     0.61     0.94     0.98     0.47    -0.27    -0.75    -0.99
20000622    -0.85    -1.34    -1.18    -0.96    -0.48     0.28     1.10     1.23     0.87     0.18
20000627     0.29    -0.91    -1.04    -1.44    -1.42    -0.90     0.26     1.18     1.47     1.27
20000702     0.05    -0.81    -1.00    -1.16    -1.02    -0.52     0.41     1.02     1.12     0.85
20000707     1.34    -0.23    -0.53    -1.54    -2.04    -1.93    -0.69     0.84     1.72     2.04
20000712     1.67     1.12     0.82    -0.05    -0.85    -1.53    -1.53    -0.67     0.25     1.14
20000717     0.34     0.65     0.71     0.55     0.27    -0.16    -0.61    -0.68    -0.50    -0.16
20000722     0.04     0.23     0.40     0.34     0.21     0.02    -0.22    -0.31    -0.27    -0.15
20000727    -1.23    -0.55    -0.28     0.44     0.98     1.28     0.94     0.09    -0.61    -1.14
20000801    -1.72    -0.82    -0.47     0.52     1.29     1.77     1.37     0.24    -0.74    -1.51
20000806    -1.15    -1.09    -0.91    -0.36     0.24     0.89     1.22     0.83     0.23    -0.48
20000811    -0.98    -1.51    -1.43    -1.07    -0.45     0.45     1.35     1.42     0.96     0.15
20000816     0.37    -1.26    -1.41    -1.98    -1.95    -1.23     0.39     1.66     2.04     1.73
20000821     1.13    -0.50    -0.81    -1.69    -2.05    -1.76    -0.39     1.09     1.85     2.01
20000826     2.57     1.66     1.19    -0.16    -1.38    -2.38    -2.30    -0.93     0.50     1.82
20000831     1.33     1.38     1.16     0.59    -0.11    -0.94    -1.46    -1.12    -0.44     0.42
20000905    -0.15     0.83     0.89     1.20     1.15     0.66    -0.33    -1.07    -1.26    -1.03
20000910    -0.54    -0.05     0.16     0.43     0.59     0.60     0.27    -0.18    -0.49    -0.66
20000915    -0.67    -0.53    -0.35    -0.04     0.26     0.55     0.62     0.33    -0.01    -0.37
20000920    -1.22    -1.10    -0.91    -0.30     0.33     0.99     1.26     0.80     0.15    -0.57
20000925    -0.99    -0.88    -0.59    -0.17     0.28     0.77     0.96     0.60     0.11    -0.46
20000930    -1.26    -1.58    -1.43    -0.89    -0.16     0.80     1.55     1.37     0.74    -0.16
20001005    -0.40    -1.64    -1.63    -1.77    -1.41    -0.46     1.01     1.79     1.74     1.08
20001010     1.47     0.43     0.14    -0.76    -1.40    -1.68    -1.10     0.05     0.93     1.54
20001015     0.59    -0.26    -0.44    -0.90    -1.09    -0.95    -0.23     0.56     0.96     1.05
20001020     0.34    -0.78    -0.95    -1.34    -1.35    -0.89     0.18     1.06     1.35     1.21
20001025     0.84     0.33     0.17    -0.35    -0.74    -0.96    -0.69    -0.06     0.44     0.81
20001030     0.75     0.59     0.52     0.10    -0.31    -0.70    -0.79    -0.43     0.00     0.43
20001104     0.12     0.91     1.09     1.12     0.86     0.26    -0.64    -1.11    -1.08    -0.71
20001109    -1.21    -0.20     0.19     0.87     1.30     1.38     0.72    -0.29    -0.98    -1.40
20001114    -1.39    -1.28    -0.96    -0.39     0.27     1.01     1.37     0.93     0.24    -0.59
20001119    -0.35    -1.60    -1.70    -1.78    -1.39    -0.43     1.01     1.76     1.70     1.07
20001124     0.66    -0.91    -1.21    -1.81    -1.89    -1.34     0.10     1.37     1.86     1.75
20001129     1.24    -0.04    -0.38    -1.18    -1.62    -1.61    -0.68     0.56     1.33     1.68
20001204     1.35     0.78     0.60    -0.16    -0.82    -1.34    -1.23    -0.43     0.36     1.04
20001209     0.94     0.93     0.93     0.43    -0.12    -0.75    -1.10    -0.80    -0.27     0.35
20001214    -0.28     0.79     0.92     1.29     1.26     0.77    -0.29    -1.12    -1.36    -1.16
20001219    -0.87    -0.69    -0.50    -0.14     0.26     0.65     0.77     0.44     0.00    -0.48
20001224    -0.24    -0.59    -0.66    -0.58    -0.37    -0.01     0.45     0.59     0.49     0.22
20001229    -0.42    -0.72    -0.87    -0.65    -0.31     0.17     0.68     0.74     0.52     0.12
20010103    -0.25    -0.63    -0.68    -0.59    -0.38     0.00     0.48     0.65     0.55     0.27
20010108    -0.82    -1.24    -1.44    -0.98    -0.36     0.46     1.21     1.20     0.76     0.07
20010113    -0.33    -0.87    -1.05    -0.92    -0.60    -0.03     0.69     0.95     0.80     0.39
20010118    -1.42    -1.11    -1.02    -0.24     0.52     1.23     1.41     0.75    -0.04    -0.84
20010123    -1.81    -2.50    -2.43    -1.69    -0.57     0.99     2.38     2.31     1.41     0.01
20010128    -0.96    -2.20    -2.34    -2.07    -1.30     0.08     1.75     2.29     1.88     0.84
20010202    -0.59    -1.82    -2.00    -1.93    -1.37    -0.23     1.33     2.00     1.79     0.98
20010207     0.02    -1.73    -1.99    -2.33    -2.03    -0.97     0.91     2.12     2.29     1.71
20010212     0.80    -0.39    -0.63    -1.28    -1.53    -1.31    -0.29     0.80     1.35     1.46
20010217     0.67     0.55     0.53     0.11    -0.28    -0.64    -0.73    -0.40    -0.01     0.38
20010222     0.99     1.13     1.12     0.61     0.00    -0.74    -1.23    -0.98    -0.44     0.24
20010227    -0.54     0.41     0.74     1.08     1.14     0.84    -0.01    -0.79    -1.12    -1.12
20010304    -1.14    -0.83    -0.64    -0.06     0.50     1.00     1.06     0.50    -0.12    -0.73
20010309    -0.92    -1.49    -1.56    -1.19    -0.56     0.39     1.35     1.45     1.00     0.20
20010314     0.38    -0.01    -0.21    -0.43    -0.54    -0.53    -0.21     0.18     0.41     0.51
20010319     0.19     0.02    -0.07    -0.18    -0.25    -0.26    -0.12     0.06     0.18     0.23
20010324     0.22     0.37     0.17     0.22     0.17     0.01    -0.22    -0.31    -0.25    -0.08
20010329    -0.40     0.12     0.11     0.49     0.67     0.63     0.21    -0.30    -0.58    -0.67
20010403    -0.48    -0.42    -0.27    -0.10     0.11     0.34     0.43     0.27     0.04    -0.23
20010408     0.06    -0.49    -0.63    -0.73    -0.64    -0.32     0.26     0.64     0.70     0.55
20010413    -0.13    -0.02     0.07     0.07     0.08     0.07     0.02    -0.04    -0.09    -0.13
20010418    -0.56    -0.21    -0.01     0.25     0.44     0.54     0.35    -0.03    -0.33    -0.55
20010423    -0.37    -0.67    -0.58    -0.54    -0.33     0.05     0.51     0.65     0.51     0.18
20010428     0.16    -0.83    -0.94    -1.24    -1.18    -0.70     0.30     1.04     1.24     1.01
20010503     0.60     0.11     0.05    -0.39    -0.67    -0.76    -0.43     0.12     0.50     0.71
20010508     1.21     0.71     0.51    -0.16    -0.74    -1.19    -1.08    -0.37     0.32     0.92
